Site,Species,Tag_ID,Tiller_25,attachedInf_25,brokenInf_25,Spikelet_A,Spikelet_B,Spikelet_C,tiller_herb_25,stroma_25,date_25
HUN,ELVI,2119,5,0,0,NA,NA,NA,2,NA,2025-06-03
HUN,ELVI,2121,4,0,0,NA,NA,NA,1,NA,2025-06-03
HUN,ELVI,2122,1,0,0,NA,NA,NA,1,NA,2025-06-03
HUN,ELVI,2123,4,0,0,NA,NA,NA,3,NA,2025-06-03
HUN,ELVI,2124,8,0,4,NA,NA,NA,4,NA,2025-06-03
HUN,ELVI,2125,1,0,0,NA,NA,NA,0,NA,2025-06-03
HUN,ELVI,2126,2,0,0,NA,NA,NA,0,NA,2025-06-03
HUN,ELVI,2127,3,0,0,NA,NA,NA,0,NA,2025-06-03
HUN,ELVI,2128,9,0,7,NA,NA,NA,7,NA,2025-06-03
HUN,ELVI,2129,11,0,8,NA,NA,NA,0,NA,2025-06-03
HUN,ELVI,2130,3,0,0,NA,NA,NA,0,NA,2025-06-03
HUN,ELVI,2131,5,0,3,NA,NA,NA,4,NA,2025-06-03
HUN,ELVI,2132,2,0,1,NA,NA,NA,1,NA,2025-06-03
HUN,ELVI,2133,2,0,0,NA,NA,NA,0,NA,2025-06-03
HUN,ELVI,2134,1,0,0,NA,NA,NA,1,NA,2025-06-03
HUN,ELVI,2135,7,0,0,NA,NA,NA,1,NA,2025-06-03
HUN,ELVI,2136,11,0,2,NA,NA,NA,3,NA,2025-06-03
HUN,ELVI,2137,0,NA,NA,NA,NA,NA,NA,NA,2025-06-03
HUN,ELVI,2138,8,0,1,NA,NA,NA,4,NA,2025-06-03
HUN,ELVI,2139,7,0,0,NA,NA,NA,3,NA,2025-06-03
HUN,ELVI,2140,21,0,4,NA,NA,NA,8,NA,2025-06-03
HUN,ELVI,2141,3,0,0,NA,NA,NA,0,NA,2025-06-03
HUN,ELVI,2142,5,0,4,NA,NA,NA,4,NA,2025-06-03
HUN,ELVI,2143,0,NA,NA,NA,NA,NA,NA,NA,2025-06-03
HUN,ELVI,2144,0,NA,NA,NA,NA,NA,NA,NA,2025-06-03
HUN,ELVI,2145,5,0,1,NA,NA,NA,1,NA,2025-06-03
HUN,ELVI,2146,5,0,3,NA,NA,NA,3,NA,2025-06-03
HUN,ELVI,2147,10,0,7,NA,NA,NA,7,NA,2025-06-03
HUN,ELVI,2148,5,0,1,NA,NA,NA,1,NA,2025-06-03
HUN,ELVI,2149,6,0,0,NA,NA,NA,1,NA,2025-06-03
HUN,ELVI,2150,22,0,11,NA,NA,NA,11,NA,2025-06-03
HUN,ELVI,2151,3,0,0,NA,NA,NA,0,NA,2025-06-03
HUN,ELVI,2152,0,NA,NA,NA,NA,NA,NA,NA,2025-06-03
HUN,ELVI,2153,3,0,1,NA,NA,NA,1,NA,2025-06-03
HUN,ELVI,2154,2,0,1,NA,NA,NA,1,NA,2025-06-03
HUN,ELVI,2155,3,0,0,NA,NA,NA,1,NA,2025-06-03
HUN,ELVI,2156,3,0,0,NA,NA,NA,0,NA,2025-06-03
HUN,ELVI,2157,5,0,0,NA,NA,NA,1,NA,2025-06-03
HUN,ELVI,2158,3,0,1,NA,NA,NA,0,NA,2025-06-03
HUN,ELVI,2159,6,0,0,NA,NA,NA,0,NA,2025-06-03
HUN,ELVI,2160,2,0,0,NA,NA,NA,0,NA,2025-06-03
HUN,ELVI,2209,14,0,2,NA,NA,NA,4,NA,2025-06-03
HUN,ELVI,2211,2,1,0,18,NA,NA,0,NA,2025-06-03
HUN,ELVI,2212,6,5,0,25,21,11,3,NA,2025-06-03
HUN,ELVI,2213,5,0,3,NA,NA,NA,3,NA,2025-06-03
HUN,ELVI,2214,2,0,2,NA,NA,NA,2,NA,2025-06-03
HUN,ELVI,2215,7,1,4,13,NA,NA,4,NA,2025-06-03
HUN,ELVI,2216,3,3,0,5,23,13,1,NA,2025-06-03
HUN,ELVI,2217,5,0,1,NA,NA,NA,4,NA,2025-06-03
HUN,ELVI,2218,1,0,1,NA,NA,NA,1,NA,2025-06-03
HUN,ELVI,2219,0,NA,NA,NA,NA,NA,NA,NA,2025-06-03
HUN,ELVI,2220,1,1,0,13,NA,NA,0,NA,2025-06-03
HUN,ELVI,2221,13,0,0,NA,NA,NA,5,NA,2025-06-03
HUN,ELVI,2222,2,0,0,NA,NA,NA,2,NA,2025-06-03
HUN,ELVI,2223,1,0,1,NA,NA,NA,1,NA,2025-06-03
HUN,ELVI,2994,8,0,1,NA,NA,NA,1,NA,2025-06-03
HUN,ELVI,2996,4,2,1,20,38,NA,3,NA,2025-06-03
HUN,ELVI,2997,2,0,0,NA,NA,NA,2,NA,2025-06-03
HUN,ELVI,2998,3,1,1,35,NA,NA,2,NA,2025-06-03
HUN,ELVI,2999,2,0,0,NA,NA,NA,2,NA,2025-06-03
HUN,ELVI,3000,5,2,1,27,33,NA,4,NA,2025-06-03
HUN,ELVI,2201,10,0,0,NA,NA,NA,4,NA,2025-06-03
HUN,ELVI,2202,3,2,0,13,15,NA,2,NA,2025-06-03
HUN,ELVI,2203,4,0,2,NA,NA,NA,2,NA,2025-06-03
HUN,ELVI,2206,3,0,1,NA,NA,NA,1,NA,2025-06-03
HUN,ELVI,2207,2,0,0,NA,NA,NA,0,NA,2025-06-03
HUN,ELVI,2979,6,0,3,NA,NA,NA,4,NA,2025-06-03
HUN,ELVI,2980,4,0,1,NA,NA,NA,1,NA,2025-06-03
HUN,ELVI,2981,0,NA,NA,NA,NA,NA,NA,NA,2025-06-03
HUN,ELVI,2982,1,0,0,NA,NA,NA,0,NA,2025-06-03
HUN,ELVI,2983,0,NA,NA,NA,NA,NA,NA,NA,2025-06-03
HUN,ELVI,2984,1,0,0,NA,NA,NA,0,NA,2025-06-03
HUN,ELVI,2985,3,0,0,NA,NA,NA,1,NA,2025-06-03
HUN,ELVI,2986,1,0,1,NA,NA,NA,1,NA,2025-06-03
HUN,ELVI,2987,3,0,0,NA,NA,NA,3,NA,2025-06-03
HUN,ELVI,2988,7,0,1,NA,NA,NA,1,NA,2025-06-03
HUN,ELVI,2989,2,0,1,NA,NA,NA,2,NA,2025-06-03
HUN,ELVI,2990,5,0,1,NA,NA,NA,4,NA,2025-06-03
HUN,ELVI,2992,1,0,0,NA,NA,NA,1,NA,2025-06-03
HUN,ELVI,2993,1,0,0,NA,NA,NA,0,NA,2025-06-03
HUN,ELVI,2964,1,0,1,NA,NA,NA,1,NA,2025-06-03
HUN,ELVI,2966,0,NA,NA,NA,NA,NA,NA,NA,2025-06-03
HUN,ELVI,2967,8,0,2,NA,NA,NA,2,NA,2025-06-03
HUN,ELVI,2968,0,NA,NA,NA,NA,NA,NA,NA,2025-06-03
HUN,ELVI,2969,0,NA,NA,NA,NA,NA,NA,NA,2025-06-03
HUN,ELVI,2970,0,NA,NA,NA,NA,NA,NA,NA,2025-06-03
HUN,ELVI,2971,4,0,0,NA,NA,NA,0,NA,2025-06-03
HUN,ELVI,2972,2,0,1,NA,NA,NA,1,NA,2025-06-03
HUN,ELVI,2974,3,0,3,NA,NA,NA,3,NA,2025-06-03
HUN,ELVI,2975,7,0,5,NA,NA,NA,6,NA,2025-06-03
HUN,ELVI,2976,1,0,0,NA,NA,NA,0,NA,2025-06-03
HUN,ELVI,2977,2,0,0,NA,NA,NA,0,NA,2025-06-03
HUN,ELVI,2978,3,0,0,NA,NA,NA,0,NA,2025-06-03
LAF,ELVI,2577,7,0,0,NA,NA,NA,0,NA,2025-06-17
LAF,ELVI,2578,7,7,0,12,18,9,0,NA,2025-06-17
LAF,ELVI,2579,0,NA,NA,NA,NA,NA,NA,NA,2025-06-17
LAF,ELVI,2580,1,0,0,NA,NA,NA,0,NA,2025-06-17
LAF,ELVI,2581,16,6,0,13,7,21,1,NA,2025-06-17
LAF,ELVI,2582,3,0,0,NA,NA,NA,1,NA,2025-06-17
LAF,ELVI,2583,13,6,0,6,12,17,NA,NA,2025-06-17
LAF,ELVI,2584,7,6,0,10,14,15,0,NA,2025-06-17
LAF,ELVI,2585,1,1,0,12,NA,NA,0,NA,2025-06-17
LAF,ELVI,2586,3,1,0,7,NA,NA,0,NA,2025-06-17
LAF,ELVI,2587,4,0,0,NA,NA,NA,0,NA,2025-06-17
LAF,ELVI,2588,6,2,0,5,8,NA,1,NA,2025-06-17
LAF,ELVI,2589,4,0,0,NA,NA,NA,1,NA,2025-06-17
LAF,ELVI,2590,4,0,0,NA,NA,NA,1,NA,2025-06-17
LAF,ELVI,2591,17,11,0,17,15,13,2,NA,2025-06-17
LAF,ELVI,2558,3,1,0,5,NA,NA,1,NA,2025-06-17
LAF,ELVI,2559,0,NA,NA,NA,NA,NA,NA,NA,2025-06-17
LAF,ELVI,2560,0,NA,NA,NA,NA,NA,NA,NA,2025-06-17
LAF,ELVI,2563,0,NA,NA,NA,NA,NA,NA,NA,2025-06-17
LAF,ELVI,2564,0,NA,NA,NA,NA,NA,NA,NA,2025-06-17
LAF,ELVI,2565,3,0,0,NA,NA,NA,3,NA,2025-06-17
LAF,ELVI,2566,2,1,0,5,NA,NA,0,NA,2025-06-17
LAF,ELVI,2567,1,0,0,NA,NA,NA,0,NA,2025-06-17
LAF,ELVI,2568,1,0,1,NA,NA,NA,1,NA,2025-06-17
LAF,ELVI,2569,0,NA,NA,NA,NA,NA,NA,NA,2025-06-17
LAF,ELVI,2570,0,NA,NA,NA,NA,NA,NA,NA,2025-06-17
LAF,ELVI,2571,1,1,0,9,NA,NA,0,NA,2025-06-17
LAF,ELVI,2544,9,3,3,14,7,3,3,NA,2025-06-17
LAF,ELVI,2545,8,7,0,23,17,9,0,NA,2025-06-17
LAF,ELVI,2546,10,7,1,21,12,13,0,NA,2025-06-17
LAF,ELVI,2547,2,0,0,NA,NA,NA,1,NA,2025-06-17
LAF,ELVI,2548,4,0,2,NA,NA,NA,2,NA,2025-06-17
LAF,ELVI,2549,5,0,0,NA,NA,NA,3,NA,2025-06-17
LAF,ELVI,2550,10,8,0,11,11,17,1,NA,2025-06-17
LAF,ELVI,2551,11,5,0,13,9,23,3,NA,2025-06-17
LAF,ELVI,2552,2,0,1,NA,NA,NA,1,NA,2025-06-17
LAF,ELVI,2554,14,8,1,10,13,15,4,NA,2025-06-17
LAF,ELVI,2555,3,2,1,10,6,NA,1,NA,2025-06-17
LAF,ELVI,2557,4,2,0,6,7,NA,NA,NA,2025-06-17
LAF,ELVI,2540,0,NA,NA,NA,NA,NA,NA,NA,2025-06-16
LAF,ELVI,2541,0,NA,NA,NA,NA,NA,NA,NA,2025-06-16
LAF,ELVI,2638,3,2,0,14,12,NA,3,NA,2025-06-16
LAF,ELVI,2640,0,NA,NA,NA,NA,NA,NA,NA,2025-06-16
LAF,ELVI,2645,0,NA,NA,NA,NA,NA,NA,NA,2025-06-16
LAF,ELVI,2646,3,1,0,NA,NA,NA,3,NA,2025-06-16
LAF,ELVI,2634,2,0,0,NA,NA,NA,2,NA,2025-06-16
LAF,ELVI,2615,10,7,0,22,21,23,4,NA,2025-06-16
LAF,ELVI,2616,12,8,0,11,13,9,2,NA,2025-06-16
LAF,ELVI,2617,5,4,0,12,17,3,1,NA,2025-06-16
LAF,ELVI,2618,4,1,1,NA,NA,NA,4,NA,2025-06-16
LAF,ELVI,2619,1,0,0,NA,NA,NA,1,NA,2025-06-16
LAF,ELVI,2620,3,3,0,8,20,NA,2,NA,2025-06-16
LAF,ELVI,2622,6,4,0,16,16,16,6,NA,2025-06-16
LAF,ELVI,2623,2,1,0,25,NA,NA,2,NA,2025-06-16
LAF,ELVI,2624,3,2,0,4,22,NA,3,NA,2025-06-16
LAF,ELVI,2625,8,8,0,23,16,24,6,NA,2025-06-16
LAF,ELVI,2626,11,5,2,13,14,19,5,NA,2025-06-16
LAF,ELVI,2627,9,5,0,12,18,7,6,NA,2025-06-16
LAF,ELVI,2628,4,2,1,16,15,NA,3,NA,2025-06-16
LAF,ELVI,2629,0,NA,NA,NA,NA,NA,NA,NA,2025-06-16
LAF,ELVI,2601,7,5,1,12,15,7,7,NA,2025-06-16
LAF,ELVI,2602,7,5,0,15,19,18,5,NA,2025-06-16
LAF,ELVI,2603,1,1,0,13,NA,NA,0,NA,2025-06-16
LAF,ELVI,2604,1,0,1,NA,NA,NA,1,NA,2025-06-16
LAF,ELVI,2605,5,1,1,19,NA,NA,NA,NA,2025-06-16
LAF,ELVI,2606,8,5,2,17,18,20,6,NA,2025-06-16
LAF,ELVI,2607,1,1,0,5,NA,NA,0,NA,2025-06-16
LAF,ELVI,2608,0,NA,NA,NA,NA,NA,NA,NA,2025-06-16
LAF,ELVI,2609,0,NA,NA,NA,NA,NA,NA,NA,2025-06-16
LAF,ELVI,2610,12,10,0,19,17,22,0,NA,2025-06-16
LAF,ELVI,2611,3,2,0,4,17,NA,0,NA,2025-06-16
LAF,ELVI,2613,9,3,5,11,13,23,5,NA,2025-06-16
LAF,ELVI,2614,4,1,0,NA,NA,NA,2,NA,2025-06-16
SON,ELVI,3224,0,NA,NA,NA,NA,NA,NA,NA,2025-06-12
SON,ELVI,3220,0,NA,NA,NA,NA,NA,NA,NA,2025-06-12
SON,ELVI,3221,0,NA,NA,NA,NA,NA,NA,NA,2025-06-12
SON,ELVI,3222,0,NA,NA,NA,NA,NA,NA,NA,2025-06-12
SON,ELVI,3223,0,NA,NA,NA,NA,NA,NA,NA,2025-06-12
SON,ELVI,3206,0,NA,NA,NA,NA,NA,NA,NA,2025-06-12
SON,ELVI,3207,0,NA,NA,NA,NA,NA,NA,NA,2025-06-12
SON,ELVI,3208,0,NA,NA,NA,NA,NA,NA,NA,2025-06-12
SON,ELVI,3209,0,NA,NA,NA,NA,NA,NA,NA,2025-06-12
SON,ELVI,3215,0,NA,NA,NA,NA,NA,NA,NA,2025-06-12
SON,ELVI,3210,0,NA,NA,NA,NA,NA,NA,NA,2025-06-12
SON,ELVI,3211,0,NA,NA,NA,NA,NA,NA,NA,2025-06-12
SON,ELVI,3212,2,0,0,NA,NA,NA,0,NA,2025-06-12
SON,ELVI,3213,3,0,0,NA,NA,NA,0,NA,2025-06-12
SON,ELVI,3225,0,NA,NA,NA,NA,NA,NA,NA,2025-06-12
SON,ELVI,3200,0,NA,NA,NA,NA,NA,NA,NA,2025-06-12
SON,ELVI,3201,3,0,0,NA,NA,NA,0,NA,2025-06-12
SON,ELVI,3202,1,0,0,NA,NA,NA,1,NA,2025-06-12
SON,ELVI,3204,0,NA,NA,NA,NA,NA,NA,NA,2025-06-12
SON,ELVI,3203,1,0,0,NA,NA,NA,0,NA,2025-06-12
SON,ELVI,2099,2,0,0,NA,NA,NA,0,NA,2025-06-12
SON,ELVI,3205,0,NA,NA,NA,NA,NA,NA,NA,2025-06-12
SON,ELVI,3214,0,NA,NA,NA,NA,NA,NA,NA,2025-06-12
SON,ELVI,3216,0,NA,NA,NA,NA,NA,NA,NA,2025-06-12
SON,ELVI,3218,0,NA,NA,NA,NA,NA,NA,NA,2025-06-12
SON,ELVI,3217,0,NA,NA,NA,NA,NA,NA,NA,2025-06-12
SON,ELVI,3219,0,NA,NA,NA,NA,NA,NA,NA,2025-06-12
KER,ELVI,3235,0,NA,NA,NA,NA,NA,NA,NA,2025-06-13
KER,ELVI,3236,0,NA,NA,NA,NA,NA,NA,NA,2025-06-13
KER,ELVI,3237,0,NA,NA,NA,NA,NA,NA,NA,2025-06-13
KER,ELVI,3238,0,NA,NA,NA,NA,NA,NA,NA,2025-06-13
KER,ELVI,3239,0,NA,NA,NA,NA,NA,NA,NA,2025-06-13
KER,ELVI,3247,0,NA,NA,NA,NA,NA,NA,NA,2025-06-13
KER,ELVI,3248,0,NA,NA,NA,NA,NA,NA,NA,2025-06-13
KER,ELVI,3249,0,NA,NA,NA,NA,NA,NA,NA,2025-06-13
KER,ELVI,3250,0,NA,NA,NA,NA,NA,NA,NA,2025-06-13
KER,ELVI,3251,0,NA,NA,NA,NA,NA,NA,NA,2025-06-13
KER,ELVI,3252,0,NA,NA,NA,NA,NA,NA,NA,2025-06-13
KER,ELVI,3253,1,0,0,NA,NA,NA,0,NA,2025-06-13
KER,ELVI,3256,0,NA,NA,NA,NA,NA,NA,NA,2025-06-13
KER,ELVI,3257,0,NA,NA,NA,NA,NA,NA,NA,2025-06-13
KER,ELVI,3258,0,NA,NA,NA,NA,NA,NA,NA,2025-06-13
KER,ELVI,3254,0,NA,NA,NA,NA,NA,NA,NA,2025-06-13
KER,ELVI,3228,0,NA,NA,NA,NA,NA,NA,NA,2025-06-13
KER,ELVI,3255,0,NA,NA,NA,NA,NA,NA,NA,2025-06-13
KER,ELVI,3240,0,NA,NA,NA,NA,NA,NA,NA,2025-06-13
KER,ELVI,3241,0,NA,NA,NA,NA,NA,NA,NA,2025-06-13
KER,ELVI,3242,0,NA,NA,NA,NA,NA,NA,NA,2025-06-13
KER,ELVI,3243,0,NA,NA,NA,NA,NA,NA,NA,2025-06-13
KER,ELVI,3244,0,NA,NA,NA,NA,NA,NA,NA,2025-06-13
KER,ELVI,3245,0,NA,NA,NA,NA,NA,NA,NA,2025-06-13
KER,ELVI,3246,0,NA,NA,NA,NA,NA,NA,NA,2025-06-13
KER,ELVI,3259,0,NA,NA,NA,NA,NA,NA,NA,2025-06-13
KER,ELVI,3260,0,NA,NA,NA,NA,NA,NA,NA,2025-06-13
KER,ELVI,3261,0,NA,NA,NA,NA,NA,NA,NA,2025-06-13
KER,ELVI,3227,2,0,0,NA,NA,NA,0,NA,2025-06-13
KER,ELVI,3229,0,NA,NA,NA,NA,NA,NA,NA,2025-06-13
KER,ELVI,3230,1,0,0,NA,NA,NA,1,NA,2025-06-13
KER,ELVI,3231,2,0,0,NA,NA,NA,1,NA,2025-06-13
KER,ELVI,3262,0,NA,NA,NA,NA,NA,NA,NA,2025-06-13
KER,ELVI,3263,0,NA,NA,NA,NA,NA,NA,NA,2025-06-13
KER,ELVI,3264,0,NA,NA,NA,NA,NA,NA,NA,2025-06-13
KER,ELVI,3271,0,NA,NA,NA,NA,NA,NA,NA,2025-06-13
KER,ELVI,3269,0,NA,NA,NA,NA,NA,NA,NA,2025-06-13
KER,ELVI,3270,0,NA,NA,NA,NA,NA,NA,NA,2025-06-13
KER,ELVI,3267,0,NA,NA,NA,NA,NA,NA,NA,2025-06-13
KER,ELVI,3266,0,NA,NA,NA,NA,NA,NA,NA,2025-06-13
KER,ELVI,3226,0,NA,NA,NA,NA,NA,NA,NA,2025-06-13
KER,ELVI,3265,1,0,0,NA,NA,NA,0,NA,2025-06-13
KER,ELVI,3268,0,NA,NA,NA,NA,NA,NA,NA,2025-06-13
BFL,ELVI,2663,0,NA,NA,NA,NA,NA,NA,NA,2025-06-10
BFL,ELVI,2671,0,NA,NA,NA,NA,NA,NA,NA,2025-06-10
BFL,ELVI,2690,0,NA,NA,NA,NA,NA,NA,NA,2025-06-10
BFL,ELVI,2458,2,1,0,14,NA,NA,0,NA,2025-06-10
BFL,ELVI,2432,5,0,0,NA,NA,NA,2,NA,2025-06-10
BFL,ELVI,2433,7,6,0,29,35,42,2,NA,2025-06-10
BFL,ELVI,2435,2,0,0,NA,NA,NA,0,NA,2025-06-10
BFL,ELVI,2436,3,1,0,12,NA,NA,0,NA,2025-06-10
BFL,ELVI,2437,18,8,0,21,21,23,0,NA,2025-06-10
BFL,ELVI,2438,,NA,NA,NA,NA,NA,NA,NA,2025-06-10
BFL,ELVI,2442,5,2,0,13,9,NA,0,NA,2025-06-10
BFL,ELVI,2444,1,0,0,NA,NA,NA,0,NA,2025-06-10
BFL,ELVI,2427,3,2,0,14,29,NA,0,NA,2025-06-10
BAS,ELVI,2026,3,0,0,NA,NA,NA,0,NA,2025-06-09
BAS,ELVI,2029,0,NA,NA,NA,NA,NA,NA,NA,2025-06-09
BAS,ELVI,2030,4,0,0,NA,NA,NA,0,NA,2025-06-09
BAS,ELVI,2327,2,0,0,NA,NA,NA,2,NA,2025-06-09
BAS,ELVI,2079,1,0,0,NA,NA,NA,0,NA,2025-06-09
BAS,ELVI,2082,1,0,0,NA,NA,NA,1,NA,2025-06-09
BAS,ELVI,2084,1,0,0,NA,NA,NA,0,NA,2025-06-09
BAS,ELVI,2085,0,NA,NA,NA,NA,NA,NA,NA,2025-06-09
BAS,ELVI,2088,0,NA,NA,NA,NA,NA,NA,NA,2025-06-09
BAS,ELVI,2089,0,NA,NA,NA,NA,NA,NA,NA,2025-06-09
BAS,ELVI,2090,3,0,0,NA,NA,NA,0,NA,2025-06-09
BAS,ELVI,2091,3,0,0,NA,NA,NA,0,NA,2025-06-09
BAS,ELVI,2092,1,0,0,NA,NA,NA,0,NA,2025-06-09
BAS,ELVI,2067,6,0,0,NA,NA,NA,0,NA,2025-06-09
BAS,ELVI,2068,3,0,0,NA,NA,NA,0,NA,2025-06-09
BAS,ELVI,2071,3,0,0,NA,NA,NA,1,NA,2025-06-09
BAS,ELVI,2072,0,NA,NA,NA,NA,NA,NA,NA,2025-06-09
BAS,ELVI,2073,1,0,0,NA,NA,NA,0,NA,2025-06-09
BAS,ELVI,2075,2,0,0,NA,NA,NA,0,NA,2025-06-09
BAS,ELVI,2077,1,0,0,NA,NA,NA,0,NA,2025-06-09
BAS,ELVI,2301,4,0,0,NA,NA,NA,1,NA,2025-06-09
BAS,ELVI,2302,7,4,0,17,10,10,0,NA,2025-06-09
BAS,ELVI,2303,16,0,0,NA,NA,NA,8,NA,2025-06-09
BAS,ELVI,2304,5,4,0,12,13,5,1,NA,2025-06-09
BAS,ELVI,2307,0,NA,NA,NA,NA,NA,NA,NA,2025-06-09
BAS,ELVI,2308,7,0,0,NA,NA,NA,5,NA,2025-06-09
BAS,ELVI,2309,4,4,0,9,13,7,4,NA,2025-06-09
BAS,ELVI,2310,2,0,0,NA,NA,NA,0,NA,2025-06-09
BAS,ELVI,2313,2,1,0,NA,NA,NA,1,NA,2025-06-09
